external_code;name;category;price;image;bit_active;bit_new
9717552;vuvucelas;Jugueteria;242;Jugueteria9717552Vuvuzela.png;0;0
71;Abanico Madera;Moda;241.45;#N/A;0;0
C05018;Abrelatas;Bazar;241.89;BazarC05018Abrelatas.jpg;1;0
C05024;Abrelatas Manija;Bazar;385;BazarC05024Abrelatas Manija.jpg;1;0
C03107;Abridores Dorados;Moda;187.5;ModaC03107Abridores Dorados.jpg;1;0
717459;Abrochadora 239-2;Libreria;474.65;Libreria717459Abrochadora 239-2.jpeg;1;0
C01014;Abrochadora GW216C;Libreria;543.29;LibreriaC01014Abrochadora GW216C.jpg;1;0
717217;Acuarela c/crayones;Libreria;219.5;Libreria717217Acuarela ccrayones.jpeg;0;0
C01069;Acuarela x6;Libreria;59.9;LibreriaC01069Acuarela x6.jpeg;1;0
C10031;Adaptador Americano;Electricidad;81.32;ElectricidadC10031Adaptador Americano.png;1;0
28;Adaptador de 3 a 2;Electricidad;143.9;Electricidad000028Adaptador de 3 a 2.png;1;0
C10030;Adaptador Triple;Electricidad;281.5;MostradorC10030Adaptador triple (2).png;1;0
717403;Adaptador Universal;Electricidad;1044;Electricidad717403Adaptador Universal.jpeg;1;0
9717585;Adhesivo 1000g Adheblanc blanco;Libreria;1646.04;Libreria9717585Adhesivo 1000g Adheblanc blanco.jpg;1;0
9717467;Adhesivo 500g Adheblanc blanco;Libreria;830.82;Libreria9717467Adhesivo 500g Adheblanc blanco.jpeg;1;0
9717624;Adhesivo Adheblanc 30gr color;Libreria;96.8;Libreria9717624Adhesivo Adheblanc 30gr color.png;1;0
717393;Afeitadora Winco W812;Electro Beauty;9925.2;Moda717393Afeitadora Winco W812.png;1;0
717404;Afilador de Cuchillos;Bazar;571.7;Bazar717404Afilador de Cuchillos.jpeg;1;0
C10001;Agujas Canasta;Merceria;61.9;MostradorC10001Agujas Cansta.png;1;0
C13006;Alargue sicilia 1.5m;Electricidad;899;ElectricidadC13006Alargue sicilia 1.5m.png;1;0
C13007;Alargue sicilia 3m;Electricidad;1046.5;ElectricidadC13007Alargue sicilia 3m.jpg;1;0
C13008;Alargue sicilia 5m;Electricidad;1237.5;ElectricidadC13008Alargue sicilia 5m.jpg;1;0
C16007;Alarma de Puerta/Ventana 9805;Bazar;499.5;SCC16007Alarma de puertaventana 9805.png;0;0
C16012;Alcohol 500;Perfumeria;239.9;SCC16012Alcohol 500.png;1;0
C10072;Alcohol en Gel Personajes;Perfumeria;160.03;MostradorC10072Alcohol en Gel Personajes.png;1;0
4;Alfiler de Gancho 9136;Merceria;178.75;#N/A;0;0
9717524;Alfiler gancho x 12;Merceria;21.89;Bazar9717524Alfiler gancho x 12.jpeg;1;0
C03049;Algodon 70 gr Doncella;Perfumeria;166.9;ModaC03049Algodon 75gr.jpg;1;0
C03021;Alicate Chico TNLA4573;Belleza y Cuidado Personal;112.5;ModaC03021Alicate Chico TNLA4573.png;1;0
14;Alicate grande;Belleza y Cuidado Personal;231.9;Moda000014Alicate grande.png;1;0
C10016;Almohada Viajera TP8035;Mostrador;562.5;MostradorC10016Almohada Viajera TP8035.jpg;0;0
9717471;Ametralladora Luz y Sonido Art 788-6;Jugueteria;921.25;Jugueteria9717471Ametralladora Luz y Sonido Art 788-6.jpeg;0;0
C02105;Andarin Maxi Rondi 2 en 1 Art 3250;Jugueteria;10560.8;JugueteriaC02105Andarin Maxi Rondi 2 en 1 Art 3250.png;1;0
717317;Anillo Dorado;Moda;146.5;Moda717317Anillo Dorado.jpeg;1;0
717318;Anillo Plateado;Moda;146.5;Moda717318Anillo Planteado.png;1;0
C02140;Anillos Apilables Primera Infancia Art 653 Duravit;Jugueteria;1242.5;JugueteriaC02140Anillos Apilables Primera Infancia Art 653.png;1;0
C03077;Anillos c/piedritas;Moda;43.75;ModaC03077Anillos cpiedritas 540.png;0;0
717486;Anillos Plateados x12 Fashion Rings;Moda;812.5;Moda717486Anillos Plateados x12 Fashion Rings.jpeg;1;0
C02076;Animales crecen en Agua;Jugueteria;46.09;JugueteriaC02076Animales crecen en Agua.jpg;1;0
717224;Anotador Señalador Autoadhesivo;Libreria;211.5;Libreria717228Post-it Autoadhesivos Tiras.jpg;1;0
C02075;Anteojo Infantil;Jugueteria;431.5;JugueteriaC02075Anteojo Infantil.png;1;0
9717609;Anteojo Infantil Emoji;Jugueteria;295;Jugueteria9717609Anteojo Infantil Emoji.png;1;0
9717518;Anteojos c/Aumento 1/1.5/2;Belleza y Cuidado Personal;368.9;Belleza y Cuidado Personal9717518Anteojos cAumento 11.52.jpg;1;0
9717636;Anteojos de Sol Pepa;Jugueteria;481.25;Jugueteria9717636Anteojos de Sol Pepa.png;0;0
101;Antiparras;Jugueteria;384.89;#N/A;0;0
9717593;Arcilla x 300 grs;Libreria;277.5;Libreria9717593Arcilla x 300 grs.jpeg;1;0
717339;Arco y Flecha 1761;Jugueteria;574.63;Libreria717339Arco y Flecha 1761.png;1;0
C03026;Arito Perlita;Moda;647.36;ModaC03026Arito Perlita.png;1;0
717397;Armonica;Jugueteria;267.5;Jugueteria717397Armonica.png;0;0
C02068;Aro de Basquet metal;Jugueteria;2081.5;JugueteriaC02068Aro de Basquet.png;1;0
9717411;Aro de Basquet Mini 1664;Jugueteria;946.86;Jugueteria9717411Aro de Basquet Mini 1664.png;0;0
C03009;Aros x12 blister 0309;Moda;673.75;ModaC03009Aros x12.png;0;0
C03002;Arqueador de Pestañas;Belleza y Cuidado Personal;270;ModaC03002Arqueador de Pestañas.png;1;0
C06001;Auricular;Audio;239.1;AudioC06001Auricular.png;1;0
233;Auricular J5;Audio;295.38;#N/A;0;0
9717642;Auricular LG;Audio;313.5;Audio9717642Auricular LG.png;0;0
717209;Auricular M/L S6;Audio;327.5;Audio717209Auricular ML S6.jpeg;0;0
9717612;Auricular Motorola;Accesorios Celular;277.2;Accesorios Celular9717612Auricular Motorola.png;0;0
9717484;Auricular Phillips;Audio;392.2;Audio9717484Auricular Phillips.jpeg;1;0
9717441;Auto Antiguo 097;Jugueteria;484;Jugueteria9717441Auto Antiguo 097.jpeg;0;0
9717392;Auto Antiguo 58826;Jugueteria;493.6;Jugueteria9717392Auto Antiguo 588.26.png;0;0
717350;Auto Barbie;Jugueteria;2304.5;Jugueteria717350Auto Barbie.png;0;0
717507;Auto deportivo 1604;Jugueteria;261.71;Jugueteria717507Auto deportivo 1604.png;0;0
9717438;Auto F1 c/luz y chispa art 066;Jugueteria;449.5;Jugueteria9717438Auto F1 cluz 066.png;1;0
131;Auto Volcador a Pilas;Jugueteria;765;#N/A;0;0
79;Autos con Llave;Jugueteria;178;#N/A;0;0
9717482;Avion c/Palo Arrastre;Jugueteria;1089;Jugueteria9717482Avion cPalo Arrastre.jpeg;0;0
9717379;Avion Con Red;Jugueteria;585.75;Jugueteria9717379Avion Con Red.png;0;0
9717366;Azufre unidad;Perfumeria;36.9;Belleza y Cuidado Personal9717366Azufre.jpg;1;0
C05066;Balanza de Viaje;Bazar;1464;BazarC05066Balanza de Viaje.jpg;1;0
C05022;Balanza Gramera 500gr CH1718001;Pequños Electrodomesticos;2030;BazarC05022Mini Balanza 500gr CH1718001.png;1;0
C05067;Balanza Personal;Pequños Electrodomesticos;3833.9;BazarC05067Balanza Personal Cuadrada 2003A.png;0;0
C02122;Balde Bloques 120pz NewBlock;Jugueteria;2015.77;JugueteriaC02122Balde Bloques 120pz NewBlock.png;0;0
9717424;Balde Bloques 60pz NewBlock;Jugueteria;1225.81;Jugueteria9717424Balde Bloques 60pz NewBlock.png;0;0
717452;Ballesta Lanza Dardos;Jugueteria;538.26;Jugueteria717452Ballesta Lanza Dardos.png;0;0
9717647;Bandera p/auto;Jugueteria;264;Jugueteria9717647Bandera pauto.png;1;0
717500;Banderita Argentina;Mostrador;72.49;Mostrador717500Banderita Argentina.png;0;0
C01072;Banditas Elasticas;Libreria;157.5;LibreriaC01072Banditas Elasticas.jpg;1;0
C10022;Barbijo;Mostrador;30.5;MostradorC10022Barbijo.png;1;0
159;Barbijo Infantil;Mostrador;30.5;Moda000159Barbijo Infantil.jpg;1;0
C10044;Barra Silicona Fina;Merceria;50.6;MostradorC10044Barra silicona fina.png;1;0
C10046;Barra Silicona Gruesa;Merceria;90.8;MostradorC10046Barra silicona gruesa.png;1;0
C10039;Batidor de Cafe F008C;Bazar;771.21;MostradorC10039Batidor de Cafe F008C.png;1;0
C05048;Batidor de Metal 202050;Bazar;272.25;BazarC05048Batidor de Metal 202050.png;1;0
9717544;Bebe Pupita;Jugueteria;759;Jugueteria9717544Bebe Pupita.jpeg;0;0
C10047;Bencina Encendedor 150cc;Mostrador;455.9;MostradorC10047Bencina Encendedor 150cc.png;1;0
C10082;Bengala Cumpleaños x4 K8866;Mostrador;472.5;MostradorC10082Bengala Cumpleaños x4 K8866.png;1;0
717227;Bibliorato A4 Colores ancho Avios;Libreria;1700.68;LibreriaBibliorato Foliado Oficio.png;1;0
717300;Bibliorato Gris A4;Libreria;1200.07;Libreria717298Carpeta Negra A4.png.jpg;1;0
31;Bic Cristal Azul;Libreria;154.56;Libreria000031Bic Cristal Azul.png;1;0
32;Bic Cristal Negra;Libreria;154.56;Libreria000032Bic Cristal Negra.jpg;1;0
9717630;Bic Opaca Negra;Libreria;134.5;Libreria9717630Bic Opaca Negra.jpg;1;0
9717631;Bic Opaca Roja;Libreria;134.5;Libreria9717631Bic Opaca Roja.jpg;1;0
9717632;Bic Opaca Verde;Libreria;134.5;Libreria9717632Bic Opaca Verde.png;1;0
C02050;BIC Opaco Azul MPU12;Libreria;134.5;JugueteriaC02050BIC Opaco Azul MPU12.png;1;0
C02079;Binoculares Caja 8127;Jugueteria;359.15;JugueteriaC02079Binoculares UT1636162.png;0;0
9717536;Biromes c/soga p/mostrador;Libreria;231.5;Libreria9717536Biromes csoga pmostrador.jpeg;0;0
9717444;Blanco Dardos Chico;Jugueteria;769.89;Jugueteria9717444Blanco Dardos Chico.png;0;0
9717419;Blanco de Dardos Dart Game;Jugueteria;1473.73;Jugueteria9717419Blanco de Dardos Dart Game.png;0;0
9717408;Blay Blade Art 2305;Jugueteria;478.5;Jugueteria9717408Blay Blade Art 394.png;0;0
9717543;Blay Blade Pista;Jugueteria;1492.15;Jugueteria9717543Blay Blade Pista.jpeg;0;0
151;Bliester Peines x6;Belleza y Cuidado Personal;236.4;#N/A;0;0
9717657;Blister Aritos x 12 pares;Moda;275;Moda9717657Blister Aritos x 12 pares.png;0;0
9717430;Blister Armar Collares Personajes 8337;Jugueteria;206.07;0;1;0
717514;Blister Aros Collar;Moda;307.45;Moda717514Blister Aros Collar.png;0;0
9717658;Blister Canutillo 4268;Jugueteria;429;Jugueteria9717658Blister Canutillo 4268.png;0;0
9717663;Blister Canutillos Kitty;Jugueteria;665.5;Jugueteria9717663Blister Canutillos Kitty.png;0;0
9717519;Blister Dragon Ball x10;Jugueteria;4752;Jugueteria9717519Blister Dragon Ball x10.png;0;0
9717427;Blister Fashion Jewelry;Jugueteria;252.99;0;1;0
717463;Blister Peine/Navaja/Tijera/Peine Navaja 017;Belleza y Cuidado Personal;356.41;Belleza y Cuidado Personal717463Blister PeineNavajaTijeraPeine Navaja 017.jpeg;0;0
C03087;Blister Piercings x12 ZSM195;Moda;506.5;ModaC03087Blister Pircings x12 ZSM195.png;1;0
9717664;Blister Pretty c/secador 1097;Jugueteria;614.5;Jugueteria9717664Blister Pretty csecador 1097.png;1;0
717361;Blister Tic Tac x12 50042;Moda;219.89;Moda717361Blister Tic Tac x12 50042.png;1;0
717245;Block A4 Avon x80;Libreria;893.22;LibreriaBlock A4 Avon x80.png;1;0
9717351;Block Avon A5;Libreria;394.9;Libreria9717351Block Avon A5.png;1;0
9717350;Block Avon A6;Libreria;235.8;Libreria9717350Block Avon A6.png;1;0
717246;Block Oficio Avon x80;Libreria;786.24;LibreriaBlock Oficio Avon x80.png;1;0
9717464;Blocky Vehículos 1;Jugueteria;729.85;Jugueteria9717464Blocky Vehículos 1 40pz.jpeg;0;0
C01019;Boligrafo Azul AA934;Libreria;36.5;LibreriaC01019Boligrafo Azul AA934.png;1;0
C01020;Boligrafo Negro D 4236;Libreria;36.5;LibreriaC01020Boligrafo Negro D 4236.png;1;0
9717546;Boligrafo Pato;Libreria;76.45;Libreria9717546Boligrafo Pato.jpeg;0;0
C02042;Bolitas Biogel LT21102;Jugueteria;36.6;JugueteriaC02042Bolitas Biogel LT21102.png;1;0
717424;Bolitas Cristal;Jugueteria;269.13;Jugueteria717424Bolitas Cristal.jpeg;0;0
717453;Bolon Imantado x 2;Jugueteria;228.5;Jugueteria717453Bolon Imantado.jpg;1;0
717519;Bolsa de Papel Madera 18x24;Mostrador;72.2;Mostrador717519Bolsa de Papel Madera 18x24.png;1;0
13;Bolsa de Regalo;Mostrador;122.94;#N/A;0;0
9717616;Bolsas Brillo 18x21 GF148;Mostrador;115.5;Mostrador9717616Bolsas Brillo 18x 21 gf 148.png;0;0
9717617;Bolsas Brillo 23x 27;Mostrador;150.59;Mostrador9717617Bolsas Brillo 23x 27.png;1;0
9717639;Bombero Loco;Jugueteria;356.4;Jugueteria9717639Bombero Loco.png;0;0
C02143;Bombita Agua;Jugueteria;117.59;JugueteriaC02143Bombita Agua x80.png;0;0
C03016;Bretel Corpiño;Belleza y Cuidado Personal;62.5;ModaC03016Bretel Corpiño.png;1;0
717421;Broche de Pelo Grande;Moda;175.89;Moda717421Broche PPelo Grande.png;0;0
9717375;Broche Ropa x12;Bazar;224.9;Bazar9717375Broche Ropa x12.png;1;0
C01074;Broches abrochadora N°24/6 31M;Libreria;111.5;LibreriaC01074Broches abrochadora N°246 31M.png;1;0
C03046;Broches de Pelo;Moda;162.69;ModaC03046Broches de Pelo.png;0;0
C02136;Burbujero de personajes;Jugueteria;84.7;JugueteriaC02136Burbujero de personajes.png;1;0
35;Burbujeros x6;Jugueteria;593;Jugueteria000035Burbujeros x6.png;1;0
C09026;Cable Auxiliar 1m Colores;Accesorios Celular;104.6;ElectronicaC09026Cable Auxiliar 1m Colores.png;0;0
C09015;Cable Micro USB;Accesorios Celular;99.5;ElectronicaC09015Cable Micro USB.png;1;0
C09017;Cable Micro USB Luz;Accesorios Celular;234.19;ElectronicaC09017Cable Micro USB Luz.png;0;0
C09016;Cable Micro USB V8;Accesorios Celular;240;ElectronicaC09016Cable Micro USB V8.png;1;0
C09010;Cable Micro Usb V8 Dinax PRCAB15V8;Accesorios Celular;247.5;ElectronicaC09010Cable Plano V8 PRCAB15V8.png;1;0
717389;Calculadora Gaona 658A;Libreria;774.5;Libreria717389Calculadora Gaona 658A.png;0;0
717328;Calculadora Kenko 3181;Libreria;893.75;Libreria717328Calculadora Kenco 3181.png;0;0
717327;Calculadora Kenko 800;Libreria;764.5;Libreria717327Calculadora Kenco 800.png;0;0
C01058;Calculadora Kenko KK402;Libreria;424;LibreriaC01058Calculadora Raia KK402.png;1;0
C05052;Calentador de Agua;Bazar;239.5;BazarC05052Calentador de Agua.png;1;0
C05054;Calentador de Agua Metal;Bazar;274.45;BazarC05054Calentador de Agua Metal.png;0;0
717405;Calentador de Metal 500w;Bazar;522.5;Bazar717405Calentador de Metal 500w.jpeg;0;0
717451;Camara Fotos Infantil 8253-05;Jugueteria;269.13;Jugueteria717451Camara Fotos Infantil.jpeg;1;0
717447;Camion de Bomberos Duravit 650;Jugueteria;2023.6;Jugueteria717447Camion de Bomberos Duravit 681.png;1;0
C02066;Camioncito;Jugueteria;213.9;JugueteriaC02066Camioncito.png;1;0
9717439;Camioneta c/pista 587A;Jugueteria;968;Jugueteria9717439Camioneta cpista 587A.png;0;0
717462;Candado 20 mm;Ferreteria;286.87;Ferreteria717462Candado 20.png;1;0
C04005;Candado 25mm;Ferreteria;355.9;FerreteriaC04005Candado 25mm.png;1;0
C04006;Candado 32mm;Ferreteria;408.75;FerreteriaC04006Candado 32mm.png;1;0
C04007;Candado 50mm;Ferreteria;688.5;FerreteriaC04007Candado 50mm.png;1;0
C04019;Candado 63mm 266;Ferreteria;767.5;FerreteriaC04019Candado 63mm 266.png;1;0
9717654;Cantimplora Deportiva p /Congelar;Bazar;260.15;Bazar9717654Cantimplora Deportiva p Congelar.png;1;0
C09013;Cargador Auto 2 USB 12v;Accesorios Celular;295.79;ElectronicaC09013Cargador auto 2 USB.png;1;0
C09024;Cargador de Auto 12V Dinax;Accesorios Celular;475;Cargador de Auto 12V Dinax.png;0;0
9717529;Cargador Dinax T/C 2.1 A;Accesorios Celular;498.9;Accesorios Celular9717529Cargador Dinax TC 2.1 A.jpeg.jpeg;0;0
7798145002166C09007;Cargador Universal de Batería 11v8 Dinax;Electronica;533.75;Electronica7798145002166C09007Cargador universal de Batería Dinax.png;1;0
C09006;Cargador V8 21 PRCAR21V8;Accesorios Celular;460;ElectronicaC09006Cargador V8 2.1 PRCAR21V8.jpeg;0;0
717341;Carpeta N°5 3 Solapas Colores;Libreria;414.31;Libreria717341Carpeta N°5 3 Solapas Colores.png;1;0
717233;Carpeta N°5 3 solapas marron;Libreria;278.75;Carpeta 3 Solapas Oficio.png;1;0
717382;Carpeta N°6 3 Solapas;Libreria;756;Libreria717382Carpeta N°6 3 Solapas.png;1;0
717298;Carpeta Negra A4;Libreria;876;Libreria717298Carpeta Negra A4.png;1;0
717297;Carpeta Negra N°3;Libreria;729.14;Libreria717297Carpeta Negra N°3.png;1;0
C02003;Carrito Muñecas Duravit Art 608;Jugueteria;1730;JugueteriaC02003Carrito Muñecas.jpg;1;0
C02002;Carrito Super art 609 Duravit;Jugueteria;1767.5;JugueteriaC02002Carrito Super art 609 Duravit.jpg;1;0
C02004;Cartas DOS 839194;Jugueteria;460;JugueteriaC02004Cartas DOS 839194.png;1;0
9717562;Cartas Fifa;Jugueteria;484;Jugueteria9717562Cartas Fifa.jpeg;0;0
C02133;Cartas TRES;Jugueteria;506.25;JugueteriaC02133Cartas TRES.png;0;0
717335;Cartulina;Libreria;86.13;Librera717335Cartulina.jpg;1;0
9717666;Casco BIcicleta infantil;Jugueteria;1577.95;Jugueteria9717666Casco BIcicleta infantil.png;1;0
C02014;Cebitas TC121;Jugueteria;220.5;JugueteriaC02014Cebitas TC121.png;1;0
C02119;Celular ;Jugueteria;416.5;JugueteriaC02119Celular Infantil.png;1;0
9717620;Celular Infantil Art 1998;Jugueteria;557.15;Jugueteria9717620Celular Infantil Art 1998.png;1;0
C11006;Centimetro de Costura ZL982115024;Merceria;84.5;MerceriaC11006Centimetro de Costura ZL982115024.png;1;0
C03036;Cepillo de Pelo;Perfumeria;731.5;ModaC03036Cepillo de Pelo.png;1;0
717408;Cepillo Dientes x12;Belleza y Cuidado Personal;787.5;Bazar717408Cepillo Dientes x12.jpeg;1;0
C03023;Cepillo Espejo chico;Belleza y Cuidado Personal;314.5;ModaC03023Cepillo Espejo.png;1;0
C03065;Cepillo Espejo Grande;Belleza y Cuidado Personal;775.9;ModaC03065Cepillo Espejo Grande.png;1;0
9717402;Cepillo p/ uñas x 2;Belleza y Cuidado Personal;236.6;Belleza y Cuidado Personal9717402Cepillo p uñas.png;1;0
717394;Chaira Carol 3308;Bazar;354.75;Bazar717394Chaira Carol 3308.png;0;0
717485;Chaleco Fluorecente;Ferreteria;337.36;Insumos717485Chaleco Fluorecente.png;1;0
9717564;Chifles con crias;Jugueteria;539;Jugueteria9717564Chifles con crias.jpeg;0;0
9717558;Chinches Doradas;Libreria;177.9;Libreria9717558Chinches Doradas.jpeg;1;0
717222;Chispero Extensible NeoClick;Mostrador;412.5;Mostrador717222Chispero Extensible NeoClick.jpeg;0;0
C10035;Chispero Transparente;Mostrador;218.9;MostradorC10035Chispero Transparente.png;1;0
717429;Chupete x6;Mostrador;943.5;Mostrador717429Chupete x6.jpeg;0;0
717396;Churrera;Bazar;610.9;Bazar717396Churrera.png;0;0
C04011;Cinta Aisladora 910575;Ferreteria;126.6;FerreteriaC04011Cinta Aisladora 910575.png;1;0
C01025;Cinta Confitera;Libreria;185.6;LibreriaC01025Cinta Confitera.png;1;0
C01087;Cinta de papel 12mm;Libreria;298.5;LibreriaC01087Cinta de papel 12mm.png;1;0
C01089;Cinta de papel 24mm;Libreria;550;LibreriaC01089Cinta de papel 24mm.png;1;0
48;Cinta de Teflon;Ferreteria;114.75;Ferreteria000048Cinta de Teflon x10.jpg;1;0
C01060;Cinta Embalar Marrón;Libreria;229.5;LibreriaC01060Cinta Embalar Marrón N40 Cablefix.png;1;0
C01044;Cinta Embalar transparente macao;Libreria;262.5;LibreriaC01044Cinta Embalaje Tte.png;1;0
158;Cinta Metrica 10m;Ferreteria;1220;Ferreteria000158Cinta Metrica 10m.jpg;1;0
C04010;Cinta Metrica 3m HQJ267;Ferreteria;549.5;FerreteriaC04010Cinta Metrica 3m HQJ267.png;1;0
C04009;Cinta Metrica 5m 36G50;Ferreteria;691;FerreteraC04009Cinta Metrica 5m 36G50.jpg;1;0
717219;Cinta Metrica 7.5m;Ferreteria;839.5;Ferreteria717219Cinta Metrica 7,5m.png;1;0
C01042;Cinta Scotch 30m x12;Libreria;349;LibreriaC01042Cinta Scotch 30m x12.png;0;0
717363;Cinta Transparente N40 Cablefix;Libreria;210.22;Libreria717363Cinta Transparente N40 Cablefix.png;0;0
C01091;Cintas de Colores x12;Libreria;160.03;LibreriaC01091Cintas de Colores x12.png;0;0
C01008;Clip Mariposa 32mm;Libreria;125;LibreriaC01008Clip Mariposa 32mm.jpeg;1;0
115;Coche Muñecas Plastico;Jugueteria;1285.9;Jugueteria000115Coche Muñecas Plastico.jpeg;1;0
9717641;Cocina Rondi Kitchen art 3083;Jugueteria;10498.7;Jugueteria9717641Cocina Rondi Kitchen.png;1;0
717395;Coladores x3;Bazar;406.89;Bazar717395Coladores x3.png;1;0
1;Colchoneta Inflable 183 mts;Jugueteria;1694;#N/A;0;0
9717459;Colectivo Policia;Jugueteria;254.65;Jugueteria9717459Colectivo Policia.png;0;0
C03014;Colitas 022/6/31 Colores varios;Moda;118.9;ModaC03014Colitas 022631 Colores varios.png;1;0
C01021;Compas lapiz x6 unidades BD170;Libreria;693.9;LibreriaC01021Compas lapiz x6 unidades BD170.png;1;0
217;Compresor Auto Dinax;Ferreteria;2124.53;#N/A;0;0
9717649;Cordon anteojos mostacillas x 6;Merceria;756.25;Merceria9717649Cordon anteojos mostacillas x 6.png;0;0
C16011;Cordones Blanco/Negro 60;Merceria;438.6;SCC16011Cordones BlancoNegro.png;1;0
9717577;Corpiño Silicona;Moda;1325.5;Moda9717577Corpiño Silicona.jpeg;0;0
C03091;Cortapelo Winco 3000;Electro Beauty;3108;ModaC03091Cortapelo Winco 3000.png;0;0
717263;Crema Hinds 125ml (Piel seca);Perfumeria;490.8;Moda717263Crema Hinds 125ml.png;1;0
9717537;Crisis el Mundo el Juego;Jugueteria;10525;Jugueteria9717537Crisis el Mundo el Juego.png;1;0
38;Cry Babies;Jugueteria;2409;#N/A;0;0
C01094;Cuadernillo Onix 80 hojas;Libreria;439.92;LibreriaC01094Cuadernillo Onix 80 hojas.png;0;0
717229;Cuaderno Gloria x 42 T/D Forrado;Libreria;523.9;LibreriaCuaderno Color TD Gloria x42.png;0;0
9717584;Cuaderno Maraton Espiral x 42 Hojas;Libreria;247.5;Libreria9717584Cuaderno Maraton Espiral x 42 Hojas.png;0;0
C01077;Cuaderno T/F x48 AS111151;Libreria;140.25;LibreriaC01077Cuaderno TF x48 AS111151.png;1;0
206;Cubo Mágico Mini;Jugueteria;50.78;#N/A;0;0
9717548;Cuento para colorear;Jugueteria;82.5;Jugueteria9717548Cuento para colorear.png;0;0
C10011;Curitas x8;Mostrador;106.9;MostradorC10011Curitas x8.png;1;0
717392;Cutter;Libreria;65.33;Libreria717392Cutter.png;0;0
9717480;Cutter Fino;Libreria;43.9;Libreria717392Cutter.png;1;0
C02040;Dados x12;Jugueteria;228.5;JugueteriaC02040Dado x12.jpeg;1;0
717533;Dados x6 Blister;Jugueteria;229.13;Jugueteria717533Dados x6 Blister.png;1;0
5;Delineador Retractil;Belleza y Cuidado Personal;270;Moda000005Delineador Retractil.jpg;1;0
C16009;Dentifrico Kolynos 70g;Perfumeria;322.9;SCC16009Dentifrico Kolinos 70g.png;1;0
9717588;Desodorante Mujercitas 123ml;Belleza y Cuidado Personal;481.8;Belleza y Cuidado Personal9717588Desodorante Mujercitas 123ml.png;0;0
9717403;Desodorante Rexona Rollon 50ml;Perfumeria;454.9;Belleza y Cuidado Personal9717403Desodorante Reaxona Rollon 50ml.png;1;0
152;Destornillador busca polo;Ferreteria;122.5;Ferreteria000152Destornillador Tester .jpeg;1;0
C04015;Destornillador de Presición 1500;Ferreteria;369.8;FerreteriaC04015Destornillador de Presición 1500.png;1;0
C16003;Detector de billetes M5096;Mostrador;235;SCC16003Detector de billetes M5096.png;1;0
9717466;Dime que soy yo Art 1280;Jugueteria;4337.3;Jugueteria9717466Dime que soy yo Art 1280.jpeg;1;0
C02043;Dinosaurio crece en agua chico;Jugueteria;45.1;JugueteriaC02043Dinosaurio crece en agua 99053.png;1;0
9717376;Dinosaurio Crece en Agua Grande;Jugueteria;67.5;JugueteriaC02043Dinosaurio crece en agua 99053.png;1;0
717495;Dinosaurios para Armar;Jugueteria;292.9;Jugueteria717495Dinosaurios para Armar.png;1;0
9717567;Dura masa C/ Extrusor 713 Duravit;Libreria;1377.1;Jugueteria9717567Plastilna C Extrusor 713 Duramasa.png;0;0
9717515;Duramasa 4 Potes Art 706;Jugueteria;1010.9;Jugueteria9717515Duramasa 4 Potes Art 706.jpeg;0;0
9717553;Encendedor Catalítico;Mostrador;237.5;Mostrador9717553Encendedor Catalítico.png;1;0
C10081;Encendedor Inova;Mostrador;44;MostradorC10081Encendedor Neo.jpg;0;0
9717434;Encendedor Mini Bic;Mostrador;238.9;Mostrador9717434Encendecor Mini Bic x6.png;1;0
9717363;Escarbadientes;Bazar;69.9;Bazar9717363Escarbadientes.png;1;0
717448;Escopeta Dardos 0180;Jugueteria;494.89;Jugueteria717448Escopeta Dardos 16730.jpeg;0;0
9717377;Esmalte Labial Infantil;Jugueteria;355.85;Jugueteria9717377Esmalte, Labial Infantil.png;0;0
717409;Espejo Grande;Moda;523.71;0;1;0
C03041;Espejo personal;Belleza y Cuidado Personal;279;ModaC03041Espejo personal.png;1;0
9717589;Espiral Fuyi x 12;Verano;250.8;Verano9717589Espiral Fuyi x 12.png;1;0
9717420;Estrellas Fluorescente;Jugueteria;377.3;Jugueteria9717420Estrellas Fluor.png;1;0
C10026;Etiquetadora;Mostrador;1585.68;MostradorC10026Etiquetadora.jpg;0;0
717455;Exprimidor Jarra 500cc;Bazar;199.9;Bazar717455Jarra Exprimidor 500cc.jpeg;0;0
9717650;Extensiones x6;Moda;275;Moda9717650Extensiones x6.png;0;0
9717681;F Alas Hada;0;460;#N/A;0;0
9717677;F ametralladora policia;0;1144;#N/A;0;0
9717682;F Autitos x4;0;304;#N/A;0;0
9717676;F Balde con pala Duravit;0;530.09;#N/A;0;0
9717667;F Balde Personajes con pala;0;530.09;#N/A;0;0
9717687;F Bebe Pupita Mueve los Ojos;0;1260;#N/A;0;0
9717668;F Bracitos inflables;0;309.65;#N/A;0;0
9717683;F Caballito con palo;0;304;#N/A;0;0
9717685;F Canutillo Personajes;0;240;#N/A;0;0
9717678;F Cocina Fiorella;0;3300;#N/A;0;0
9717706;F Cuadernillo Onix 80 hojas;0;439.92;#N/A;0;0
9717673;F Lanza Agua Emoji;0;543.29;#N/A;0;0
9717674;F Lanza Agua Estrellita;0;474.65;#N/A;0;0
9717671;F Pelota Agua;0;341.5;#N/A;0;0
9717675;F Pelotas Afa;0;2200;#N/A;0;0
9717670;F Pistola de Agua 720;0;792;#N/A;0;0
9717686;F Pistola militar c/ chispas 1025;0;500;#N/A;0;0
